"","Metabolite","Group1","Group2","P_Value","Higher_Group","p_value","Correct","IL_W_FUL_R10","IL_W_FUL_R4","IL_W_DES_R1","IL_W_DES_R6","IL_W_DES_R8","IL_D_WEB_R1","IL_D_WEB_R9","IL_D_CDB_R7","H_W_FUL_R10","H_W_DES_R10","H_W_FUL_R4","H_W_DES_R6","H_D_CDB_R10","H_D_CDB_R7","IL_W_FUL_R3","IL_D_CDB_R3","H_D_WEB_R1","IL_D_WEB_R2","H_D_WEB_R10","H_W_FUL_R9","H_D_CDB_R5","H_D_WEB_R5","H_W_DES_R8","IL_D_CDB_R1"
"146","Path142",NA,NA,NA,NA,0.936398894022573,"PWY-3781: aerobic respiration I (cytochrome c)",1708.36355,1777.206089,2593.889378,1707.535143,1320.040247,1774.858651,3226.425322,1873.033691,2084.780484,920.5515519,1127.005202,963.0719709,1365.462143,2326.272912,1868.724074,1707.421348,1577.673709,1142.230513,1064.509387,1433.529686,1054.265893,2131.074827,2144.782452,1991.083165
"147","Path143",NA,NA,NA,NA,0.451696386264704,"PWY-3801: sucrose degradation II (sucrose synthase)",0,532.6521711,0,55.66352412,0,0,222.7091095,76.31042694,158.7894978,99.0040877,124.1059228,0,0,71.44413571,0,0,105.1887527,0,135.9383476,0,0,312.1420234,87.50095253,175.4528789
"148","Path144",NA,NA,NA,NA,0.189039954591989,"PWY-3841: folate transformations II (plants)",8245.650731,15106.96319,13055.08991,7973.711647,7904.445284,8726.087108,12825.78085,6784.725882,11641.53304,9452.615599,9358.273686,5243.694588,4561.537962,10530.12067,10814.83267,9665.624866,8552.009051,7335.640888,8833.561418,11599.32973,7549.796859,10873.02337,11919.94439,8999.69114
"149","Path145",NA,NA,NA,NA,0.258217015106196,"PWY-3941: &beta;-alanine biosynthesis II",0,23.40967065,0,0,11.2746635,0,0,25.20879541,10.48023581,0,0,0,0,0,21.83468781,0,0,0,0,0,0,0,8.962629341,15.75979597
"150","Path146",NA,NA,NA,NA,0.597211125354733,"PWY-4041: &gamma;-glutamyl cycle",0,738.6443353,108.4261523,0,0,0,38.65957905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.7168176
"151","Path147",NA,NA,NA,NA,0.41325191406246,"PWY-4321: L-glutamate degradation IV",0,0,0,0,0,0,35.52143237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Path148",NA,NA,NA,NA,0.413251914062459,"PWY-4702: phytate degradation I",0,106.1592494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Path149",NA,NA,NA,NA,0.648520974279577,"PWY-4722: creatinine degradation II",0,0,79.15141094,0,70.4212507,0,0,29.85263886,0,0,29.02140959,0,0,9.878464754,57.14034494,46.22541049,0,20.71196551,53.89358702,0,0,0,31.38696152,18.69019062
"154","Path150",NA,NA,NA,NA,0.595084582054295,"PWY-4984: urea cycle",5979.780935,8369.847442,9049.562005,6842.516297,6405.095364,7319.849222,8031.684785,5724.778128,6760.124676,4950.788425,5343.69281,3301.965181,2904.086005,5808.54195,7443.810643,7630.118035,5285.754704,6042.796103,5117.576245,5959.123602,4745.709041,7006.990884,6731.100008,6350.457563
"155","Path151",NA,NA,NA,NA,0.875686917076775,"PWY-5005: biotin biosynthesis II",0,0,0,0,0,0,0,0,205.0028339,159.8843432,208.735248,151.0030229,86.26529651,208.8970349,0,0,233.9764379,0,140.9350693,116.4909223,45.35820838,249.8832949,223.2656973,0
"156","Path152",NA,NA,NA,NA,0.483671297672889,"PWY-5022: 4-aminobutanoate degradation V",81.9236804,1131.487792,444.4879529,74.46787113,0,0,270.8411056,35.6047911,324.9289066,116.3948133,223.7763856,48.62916616,0,231.676778,0,0,147.0379382,82.13270787,122.3118229,48.93901696,0,393.4905522,329.7723372,194.4178453
"157","Path153",NA,NA,NA,NA,0.624755275822621,"PWY-5028: L-histidine degradation II",65.18000046,1679.095921,229.378499,0,19.29446734,88.06786551,409.0848575,131.7041172,55.64786059,214.5230046,147.5155699,57.72964036,46.30885702,388.4784615,26.66720226,70.45337547,137.3805444,54.32849878,186.9276154,222.5126242,32.03922564,67.18532002,424.975367,121.7192247
"158","Path154",NA,NA,NA,NA,0.606723989933437,"PWY-5030: L-histidine degradation III",344.2560828,47.90157968,456.3294593,232.2537005,259.4202123,312.3012592,179.84851,19.65501232,90.80120838,40.27005306,115.3502394,49.43486574,0,0,233.7766131,232.5768663,0,204.6245253,24.87260712,110.5512959,20.22932353,104.3502647,100.3840238,265.5496129
"159","Path155",NA,NA,NA,NA,0.556562093380539,"PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)",0,0,0,0,0,0,0,7.870164918,0,0,0,0,0,0,0,0,0,13.63917066,0,0,0,0,0,0
"160","Path156",NA,NA,NA,NA,0.0965981219436978,"PWY-5097: L-lysine biosynthesis VI",6289.126827,14303.79207,9407.27111,6033.808821,5996.294603,6552.420496,9158.343488,4942.349298,8855.085402,6428.052888,7075.731224,3484.080983,3463.397973,7737.943741,8320.361621,6731.556796,6453.381468,5452.200067,6462.824765,8375.287769,5088.819776,7967.913392,9528.563993,6127.835837
"161","Path157",NA,NA,NA,NA,0.873584494354536,"PWY-5100: pyruvate fermentation to acetate and lactate II",1129.623589,1004.242046,1602.728204,1637.11144,1571.638557,1501.715144,1451.75676,1177.421561,2936.5707,2426.863826,2881.685415,1278.06635,1163.985538,2493.897221,1711.09285,2086.772497,2448.951487,1283.280724,2446.304346,3087.510724,2544.795801,3778.134408,2833.145633,1611.66418
"162","Path158",NA,NA,NA,NA,0.735742431440434,"PWY-5101: L-isoleucine biosynthesis II",315.1269359,78.10204861,132.7094665,212.3872096,181.4758914,219.2418233,264.6435105,120.6233305,99.03985742,59.05908811,120.0063055,140.0462962,82.09769438,119.1807167,216.5353132,318.6839153,309.769495,93.98799787,0,126.8143173,60.36969899,164.9842269,117.1834555,0
"163","Path159",NA,NA,NA,NA,0.219476018403588,"PWY-5103: L-isoleucine biosynthesis III",14551.77977,19439.28443,21488.79165,15838.57428,15392.48908,17412.38824,21233.14044,13751.90973,21095.71496,18144.82344,18714.46156,10511.16913,9712.957463,18679.69541,20281.08341,18258.96373,17133.68104,15154.47769,17254.77132,22594.51023,15695.37954,22444.10558,22066.96797,16386.62777
"164","Path160",NA,NA,NA,NA,0.931932499643161,"PWY-5104: L-isoleucine biosynthesis IV",942.5131543,183.0253652,211.5320411,147.9383116,470.1210435,647.8616916,816.3218108,61.32876136,0,0,0,0,0,0,362.8004219,845.0918776,0,0,0,0,0,0,0,313.2206816
"165","Path161",NA,NA,NA,NA,0.488886768912592,"PWY-5109: propanoate fermentation to 2-methylbutanoate",132.1431935,284.2707394,341.7487856,212.2496125,123.6020965,275.4517135,393.3656834,235.1639066,332.4085076,221.5221066,400.9991135,79.60258241,179.1732279,134.4215894,246.7911126,266.8536896,185.1430703,123.7375592,274.7155266,223.111241,108.3876702,286.5748747,305.3238857,273.5643211
"166","Path162",NA,NA,NA,NA,0.145325647193617,"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",747.234709,1233.974923,480.6353305,444.9009818,447.5838338,541.9814143,1164.508995,137.2359983,254.979712,335.4150047,312.5796403,144.8572726,329.4128222,569.6719741,645.2584731,551.2371223,528.353432,408.6881244,454.2428477,411.4022657,445.7425572,1001.961864,461.8122094,257.8005342
"167","Path163",NA,NA,NA,NA,0.583820969753672,"PWY-5130: 2-oxobutanoate degradation I",1676.216247,1361.796998,2059.766376,1859.769043,1535.984894,1953.184198,2358.869487,1479.382607,2948.850137,2235.622848,2335.894014,1260.324259,1262.448004,2489.989546,2198.675854,2315.503102,2600.201305,1419.300375,2437.926992,2389.094683,2043.610518,2730.718408,3028.758537,1414.916734
"168","Path164",NA,NA,NA,NA,0.39923388094326,"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",5198.385888,14528.88035,10291.08511,5239.467295,4490.700097,6304.39558,11731.17188,4133.026335,9019.44612,7023.774753,6760.924336,3583.940906,3068.631737,8529.552785,7266.837986,6758.314444,5903.870329,5494.613901,6502.261328,7714.460732,5371.995118,7396.663258,9482.67645,7061.120281
"169","Path165",NA,NA,NA,NA,0.404534602078459,"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",224.8655851,3186.939388,358.9979166,172.6320867,168.0048126,201.5348025,436.6200474,66.84095514,163.8157627,274.6193285,376.3926013,0,0,466.3859836,91.21696595,182.9436051,53.34268887,123.7183768,137.9748325,191.6013784,0,137.8517166,145.2056868,483.7748256
"170","Path166",NA,NA,NA,NA,0.17167772594394,"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",3085.204545,8432.777137,5500.173231,2593.87491,2784.309917,3410.287677,4898.082597,2134.283723,6357.105258,4739.138566,5413.412182,2591.138132,3072.724271,5432.733478,4130.832669,3414.994106,5140.741996,1777.198517,4867.332499,5718.757814,3608.480977,4977.882404,6590.15371,3419.377434
"171","Path167",NA,NA,NA,NA,0.562131193175787,"PWY-5156: superpathway of fatty acid biosynthesis II (plant)",0,46.11245908,0,0,0,0,28.55648764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Path168",NA,NA,NA,NA,0.582368247505118,"PWY-5178: toluene degradation IV (aerobic) (via catechol)",0,110.2975746,25.21269247,0,0,0,0,0,0,0,0,0,0,0,0,19.11515089,0,0,17.7359688,21.07517185,0,66.16675463,0,0
"173","Path169",NA,NA,NA,NA,0.293813967971442,"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",344.4735508,2181.699121,999.4912938,227.9591902,259.1262904,510.0232009,1260.738336,171.0083366,614.9931382,711.0912459,971.5005183,171.0801534,163.8825999,1070.59011,611.453312,612.6902713,162.7234024,483.3217481,762.8810489,1525.855001,303.1465828,804.4143414,1308.045026,747.3671277
"174","Path170",NA,NA,NA,NA,0.238079429662337,"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",6170.762691,12886.46233,8242.653864,6027.015088,5260.50986,6359.517662,8333.723121,4012.888551,6423.934542,4897.73464,5267.427956,2464.023375,2149.5941,5759.653889,6696.496121,6865.845623,4177.020505,4873.134039,3901.484445,5913.253175,3798.126676,6371.718983,6693.330084,5573.152495
"175","Path171",NA,NA,NA,NA,0.674653394616547,"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",5113.729298,5809.778473,6706.43774,4607.63238,5065.193215,5438.275267,7038.019931,3785.701814,4596.072494,3413.751434,3403.882603,1568.290134,2207.226101,3918.531129,6062.551847,5918.516912,3176.868431,3870.106804,3652.746348,4029.730063,2265.608473,3446.940353,4932.073606,4725.875085
"176","Path172",NA,NA,NA,NA,0.909627286389737,"PWY-5198: factor 420 biosynthesis II (mycobacteria)",0,0,62.16393864,0,11.89917863,32.11961274,59.09595316,25.31154127,216.7649626,0,0,21.58802063,80.04107731,214.7816701,0,0,13.64589879,0,0,118.2739313,0,138.3208026,137.2945111,67.28812558
"177","Path173",NA,NA,NA,NA,0.671997535728654,"PWY-5209: methyl-coenzyme M oxidation to CO2",83.87798662,10.84771287,46.08537395,10.42011149,48.33225976,76.65285214,204.3418528,25.90363568,0,39.24671568,0,0,16.21486504,0,99.05257884,53.14100586,21.9451952,0,0,0,0,22.09819458,0,47.49930196
"178","Path174",NA,NA,NA,NA,0.759268876657551,"PWY-5280: L-lysine degradation IV",0,0,0,14.26286248,0,0,17.68381847,0,0,0,0,0,0,0,0,25.84595334,0,0,0,0,0,0,0,0
"179","Path175",NA,NA,NA,NA,0.413251914062461,"PWY-5328: superpathway of L-methionine salvage and degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7117326,0
"180","Path176",NA,NA,NA,NA,0.248915871985904,"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",4059.894242,7676.319448,6537.498869,4176.051581,4044.952115,4703.271919,6603.855091,2900.709116,5398.518159,4513.330604,4825.003965,2476.362187,2550.308412,5246.561005,5734.030087,5146.493511,4595.859239,4056.391773,4267.844609,5550.930681,3890.911304,5414.075481,5866.828306,4941.004816
"181","Path177",NA,NA,NA,NA,0.247392090261074,"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",1520.997201,3767.520085,2559.712763,1684.483785,1632.18179,1538.233603,2208.613219,996.6692933,1916.441107,1435.917983,1716.510198,687.1764359,575.0282874,1924.714838,1877.737175,2160.596206,1207.789714,1494.108247,1451.45762,2218.730721,1359.407397,1606.2271,1973.733631,1822.505373
"182","Path178",NA,NA,NA,NA,0.311887778373138,"PWY-5367: petroseli0te biosynthesis",12.75044165,73.21552597,0,0,0,0,13.99451333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Path179",NA,NA,NA,NA,0.421836244983848,"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",263.1411807,1554.844012,375.4904098,308.7666314,329.7910148,342.5916543,379.8035018,210.299131,202.3929531,288.9137483,142.3460422,46.63122197,59.67640069,185.9105839,348.508179,410.2112273,114.4731746,292.2178794,197.8112304,386.4834843,151.7349568,253.2571653,344.1033359,343.2817242
"184","Path180",NA,NA,NA,NA,0.861838713786658,"PWY-5392: reductive TCA cycle II",0,126.4684386,215.8042694,32.07947672,43.67171562,0,242.3817373,0,51.57469356,0,0,0,0,27.2332836,238.8772328,85.7743156,0,0,0,45.15515362,0,47.18031023,69.15234751,116.3121105
"185","Path181",NA,NA,NA,NA,0.824136419772486,"PWY-5415: catechol degradation I (meta-cleavage pathway)",150.6641957,748.6224672,519.5802396,56.78069164,75.11226844,136.4521944,704.8003962,47.10804995,382.6976202,147.8177628,285.7850639,124.4630657,151.5898894,590.2110733,271.9274959,145.02461,111.0310537,154.0408612,278.0704673,200.789906,167.6780362,123.082758,429.5769555,544.1589372
"186","Path182",NA,NA,NA,NA,0.383510183491879,"PWY-5417: catechol degradation III (ortho-cleavage pathway)",333.3738123,1346.447501,982.6546089,247.0131216,249.5303276,324.8273253,870.5438033,206.4204347,702.3352913,318.3339575,562.6508662,290.0554618,161.3565246,716.4826893,350.5149653,358.6173001,348.9596572,112.8643766,530.4923676,479.1406921,256.6074364,482.6916769,520.1382857,334.1313006
"187","Path183",NA,NA,NA,NA,0.675868988815056,"PWY-5419: catechol degradation to 2-hydroxypentadienoate II",39.31111683,152.0857758,357.6737966,14.60138781,0,0,70.50213458,35.71325447,61.51881125,27.7418937,17.02266888,0,0,110.9239459,22.11006554,46.63709482,15.49022121,10.42837278,36.59805818,76.38370852,11.28417686,0,45.34470805,42.55286341
"188","Path184",NA,NA,NA,NA,0.72458825421345,"PWY-5420: catechol degradation II (meta-cleavage pathway)",42.72173265,241.1079077,437.6691775,12.43061112,0,0,111.8971246,22.66208864,67.76264859,29.74824798,24.80965541,0,0,157.9440709,33.35528848,61.67115124,0,14.51885092,37.79533116,76.15200551,17.5222888,0,48.58951352,66.66246169
"189","Path185",NA,NA,NA,NA,0.686073337059712,"PWY-5430: meta cleavage pathway of aromatic compounds",0,155.2760504,59.43807168,0,0,0,13.73816829,0,13.82038541,4.847343503,0,0,0,95.88630793,0,17.82116612,0,0,13.83667563,19.17743873,0,0,27.11405435,0
"190","Path186",NA,NA,NA,NA,0.383510183491879,"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate",333.3738123,1346.447501,982.6546089,247.0131216,249.5303276,324.8273253,870.5438033,206.4204347,702.3352913,318.3339575,562.6508662,290.0554618,161.3565246,716.4826893,350.5149653,358.6173001,348.9596572,112.8643766,530.4923676,479.1406921,256.6074364,482.6916769,520.1382857,334.1313006
"191","Path187",NA,NA,NA,NA,0.41325191406246,"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydroge0se and TCA cycle",0,0,0,0,0,0,801.7928413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Path188",NA,NA,NA,NA,0.353329106655768,"PWY-5484: glycolysis II (from fructose 6-phosphate)",4136.901798,7216.626884,6412.507301,4355.111071,3892.114704,4592.795409,6454.976313,3781.723628,5526.15611,4837.420741,4912.874507,2740.356004,2315.460874,5191.834694,5128.416337,5331.508582,4542.903249,3787.782637,4278.885526,5873.997625,4033.67074,6048.783423,6144.612123,4786.154519
"193","Path189",NA,NA,NA,NA,0.779183908085,"PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)",180.38219,152.4416876,254.7735834,230.1501492,147.828879,179.9935356,260.477389,188.5636566,238.4476915,179.6655456,136.8865749,96.3215127,92.083829,87.60157284,275.435052,224.2943474,168.868118,212.7393042,141.8962648,185.1801809,134.7977635,171.936905,186.7524971,251.907677
"194","Path190",NA,NA,NA,NA,0.394776347146595,"PWY-5497: purine nucleobases degradation II (a0erobic)",52.16882459,327.9168789,290.6420866,86.45943564,120.9033319,60.1803041,120.3311284,81.63328686,655.2641071,148.0367589,552.7005805,13.97834639,0,365.4259261,37.18941009,125.8549087,30.72151159,189.7583623,128.8101598,86.02295825,15.89542962,31.04928104,478.0453239,458.1072089
"195","Path191",NA,NA,NA,NA,0.73903176661466,"PWY-5505: L-glutamate and L-glutamine biosynthesis",715.6843698,1005.59928,1122.223003,869.4207734,672.3603105,825.0128556,1519.571097,534.674091,623.787997,224.1028294,499.214807,219.4781307,231.3401287,303.35876,925.918933,841.0530053,197.3135899,678.2917643,446.7588801,470.2484905,271.7969098,559.17004,561.3815878,909.6929648
"196","Path192",NA,NA,NA,NA,0.274425267263127,"PWY-5517: L-arabinose degradation III",60.72269111,213.5302368,0,0,0,0,238.7981018,0,27.51640485,0,114.7828248,16.65781597,0,0,0,0,0,0,0,0,0,0,18.77440925,26.93069379
"197","Path193",NA,NA,NA,NA,0.451819976593915,"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",3964.667525,5447.666989,6957.41428,3940.929157,3522.346231,4356.225515,6497.912964,3348.377772,6985.916835,5728.989127,6077.785235,3427.705973,3015.132363,6046.025248,5216.391692,5284.733662,5416.527783,3975.848173,5476.858444,7200.775139,5098.03766,7167.171529,7026.716235,4807.533009
"198","Path194",NA,NA,NA,NA,0.451626407161013,"PWY-5647: 2-nitrobenzoate degradation I",0,445.8100987,73.44030384,0,0,13.94903815,164.3008051,0,51.81319547,26.25914243,30.09091888,0,0,57.84038951,28.78161147,64.06667974,13.0180029,11.5965324,33.46542553,43.84595908,0,17.48961598,46.72748317,13.55228691
"199","Path195",NA,NA,NA,NA,0.702211412976657,"PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuco0te semialdehyde",180.1778669,1888.592208,782.5338128,273.5430697,117.8522312,293.3063271,728.0935562,249.4890974,347.8238304,124.1124131,84.20037786,28.09850069,39.50530217,368.5586678,344.2225875,302.379423,93.43073274,286.8288934,153.6616565,77.81137403,90.48751691,189.0987731,378.9880456,346.6728248
"200","Path196",NA,NA,NA,NA,0.405225071476894,"PWY-5652: 2-amino-3-carboxymuco0te semialdehyde degradation to glutaryl-CoA",0,114.2519119,8.125729702,0,0,11.22270272,55.92364947,0,30.1493648,0,0,0,0,24.30430266,0,0,0,0,9.333619694,16.42211499,0,14.13192718,20.88632327,4.323401151
"201","Path197",NA,NA,NA,NA,0.449015371395262,"PWY-5654: 2-amino-3-carboxymuco0te semialdehyde degradation to 2-hydroxypentadienoate",0,371.7743326,59.3517462,0,0,11.22270272,133.480932,0,42.03115136,21.22308355,24.27606898,0,0,46.73375246,23.1763003,51.66456878,10.49746512,9.374528396,27.04107042,35.58280998,0,14.13192718,37.71499998,10.95635367
"202","Path198",NA,NA,NA,NA,0.545679795208527,"PWY-5655: L-tryptophan degradation IX",0,300.1347844,22.46791734,0,0,21.45751942,116.7850868,0,44.16886388,0,0,0,0,47.54207276,0,0,0,0,17.9598505,0,0,0,26.96921483,11.89875172
"203","Path199",NA,NA,NA,NA,0.721219020099339,"PWY-5656: mannosylglycerate biosynthesis I",0,25.13763926,0,0,0,0,0,0,55.33397941,115.6080405,93.40606323,0,38.87241249,33.39641694,0,0,50.10710198,0,92.36814172,125.8872377,121.5785812,131.3228199,77.41806491,271.6869272
"204","Path200",NA,NA,NA,NA,0.368964846869917,"PWY-5659: GDP-mannose biosynthesis",601.1999545,2329.717942,1470.388159,539.6261007,580.6480793,809.7240223,1474.597981,424.280103,1395.976913,929.2758662,1224.343138,491.4087026,623.1399277,1403.947275,738.683352,747.4891506,1297.209873,510.4484663,1173.089724,1391.431096,737.4904004,1089.253652,1480.268576,1061.074731
"205","Path201",NA,NA,NA,NA,0.324044384791405,"PWY-5667: CDP-diacylglycerol biosynthesis I",1822.095422,5868.374967,4241.195234,2575.843786,2522.032743,2606.585974,3708.835384,2338.014966,3480.700366,2592.320092,2823.943821,1258.533061,1420.608776,3275.989701,3769.309204,2919.855557,2100.115443,2732.00505,2394.654243,3219.320058,1870.535675,3131.254267,3816.13743,2865.931612
"206","Path202",NA,NA,NA,NA,0.884451022858608,"PWY-5675: nitrate reduction V (assimilatory)",462.9749048,1042.286055,854.8149219,345.2639509,482.4367233,661.6209644,1144.657836,388.6750496,360.8647,158.4841823,202.4922413,83.6673786,120.9572459,97.8512092,638.9484675,672.2691786,25.93877034,384.3491465,235.7519444,112.4544571,157.1217832,397.8621018,294.0454183,736.8153111
"207","Path203",NA,NA,NA,NA,0.871013499305241,"PWY-5676: acetyl-CoA fermentation to butanoate II",1754.994306,3223.320742,3177.002456,1367.186605,1298.194911,2387.783093,2590.790011,1206.219536,1318.320231,957.7416295,884.5935501,416.1117331,616.729428,1337.786791,1761.301232,2393.826967,1061.286794,1461.568576,959.1056005,1562.183786,967.9366491,1472.397412,1340.313278,2248.913765
"208","Path204",NA,NA,NA,NA,0.41325191406246,"PWY-5677: succi0te fermentation to butanoate",0,0,0,0,0,0,16.82770864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Path205",NA,NA,NA,NA,0.257189240295308,"PWY-5686: UMP biosynthesis I",8887.946557,16513.22491,13486.2301,9106.882081,8894.859362,10119.65987,13617.27432,7745.279734,11262.07576,8489.53439,8662.135836,4575.401275,4251.802043,9709.970173,11061.9328,10611.45183,7209.683919,7753.47537,7816.444949,10731.65345,6544.168586,9829.995947,11250.79486,9198.084891
"210","Path206",NA,NA,NA,NA,0.570795076743498,"PWY-5690: TCA cycle II (plants and fungi)",3386.317606,4268.016909,5266.611764,2793.839515,3572.180151,3825.837506,4263.614474,2468.803356,4571.867775,4170.11835,4226.693961,2420.701976,2100.590306,4646.489831,4030.788131,4353.796275,4277.817376,2854.552458,4050.703019,5036.048511,3840.13348,5425.070682,5169.541791,3784.549918
"211","Path207",NA,NA,NA,NA,0.179031336077937,"PWY-5695: inosine 5'-phosphate degradation",5609.112004,14663.12126,9330.444932,6422.223842,5476.68271,6595.000999,9076.801369,5167.216337,9023.044344,7307.207724,7871.133291,3911.194871,3405.879737,8120.334499,7962.396274,7156.558184,6349.610189,5812.669244,6588.35591,8589.905323,6264.061649,9173.659483,9465.586718,6542.725699
"212","Path208",NA,NA,NA,NA,0.470361183580335,"PWY-5705: allantoin degradation to glyoxylate III",18.20686922,0,83.37143933,22.92382634,14.47894566,0,12.108795,0,18.08536843,0,0,0,0,42.98879225,0,0,0,32.15673684,0,50.92050883,0,8.461650764,39.62714246,16.21406684
"213","Path209",NA,NA,NA,NA,0.47243661974459,"PWY-5723: Rubisco shunt",3597.66757,3497.187392,4889.42641,3058.187763,2798.598795,4367.332333,6581.747256,2381.985624,4995.780265,3051.497592,3609.593036,1968.819794,2511.144023,4649.144489,4035.536716,4326.586011,3787.951045,2399.04308,3824.912285,4349.186994,2886.000453,4997.672493,5256.947237,3924.402414
"214","Path210",NA,NA,NA,NA,0.310819165527962,"PWY-5724: superpathway of atrazine degradation",0,146.1537876,0,0,0,0,53.63763413,0,36.85931201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Path211",NA,NA,NA,NA,0.558120415920502,"PWY-5741: ethylmalonyl-CoA pathway",165.6851127,74.15011094,253.674646,238.7323977,239.1524102,245.4652574,321.454353,216.8157242,71.36556963,68.60161778,104.9495354,0,51.65379906,106.2303409,303.0765758,285.5615211,137.1669835,238.303702,128.970874,162.8754484,65.25884332,168.2017807,0,144.8659433
"216","Path212",NA,NA,NA,NA,0.0246315930399615,"PWY-5742: L-arginine degradation IX (arginine:pyruvate transami0se pathway)",0,62.31272735,13.31862723,0,0,0,0,0,93.85390079,0,111.8163649,0,0,17.47133907,0,0,0,0,0,0,0,0,17.01648416,0
"217","Path213",NA,NA,NA,NA,0.841510241613709,"PWY-5747: 2-methylcitrate cycle II",287.366236,457.7220651,470.7651797,225.7709457,153.5334468,334.8680821,898.2533329,194.7292405,119.5964567,76.3653163,70.23429458,55.05873138,87.6549262,176.1019254,335.79183,311.5073995,65.36479843,161.2598527,84.40759201,79.31075378,104.6513509,113.6457339,68.86523574,322.7129109
"218","Path214",NA,NA,NA,NA,0.368125714606322,"PWY-5837: 2-carboxy-1,4-0phthoquinol biosynthesis",0,949.0611132,0,0,0,0,62.47206837,0,60.09206493,68.8247418,139.0860449,56.37503523,0,0,0,0,0,19.6798087,0,0,0,0,136.0877968,152.0317863
"219","Path215",NA,NA,NA,NA,0.3289514406405,"PWY-5838: superpathway of me0quinol-8 biosynthesis I",0,1775.473209,0,0,0,0,150.7863484,0,180.6363341,184.2888472,370.91754,144.411424,0,0,0,0,0,0,0,0,0,0,397.259644,354.1957443
"220","Path216",NA,NA,NA,NA,0.33733124554057,"PWY-5840: superpathway of me0quinol-7 biosynthesis",0,1737.850098,0,0,0,0,159.0323394,0,189.3679485,209.3760061,418.352814,165.4854565,0,0,0,0,0,59.69251843,0,0,0,0,416.2463741,403.4452806
"221","Path217",NA,NA,NA,NA,0.283467827590548,"PWY-5845: superpathway of me0quinol-9 biosynthesis",0,1169.707431,0,0,0,0,94.09770322,0,161.1510085,183.6535481,295.8056561,134.1136539,0,0,0,0,0,0,0,0,0,0,254.6895569,254.0809407
"222","Path218",NA,NA,NA,NA,0.351881586946886,"PWY-5850: superpathway of me0quinol-6 biosynthesis",0,1169.707431,0,0,0,0,0,0,31.9878473,0,108.1650738,0,0,0,0,0,0,0,0,0,0,0,44.47665111,172.6579619
"223","Path219",NA,NA,NA,NA,0.525559560790441,"PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)",515.7602601,1157.384422,543.5192997,887.7445068,667.6556611,581.763664,1043.313194,187.3377101,510.1436864,349.8656514,443.4912889,130.2539325,171.8221033,570.1186119,748.2110375,896.8874304,402.9037402,391.87359,389.2827273,601.4261785,369.4505905,504.7716501,215.752588,530.3096095
"224","Path220",NA,NA,NA,NA,0.353289954464419,"PWY-5860: superpathway of demethylme0quinol-6 biosynthesis I",0,816.2782263,0,0,0,0,0,0,21.52515072,0,73.64557956,0,0,0,0,0,0,0,0,0,0,0,30.00866936,117.4669003
"225","Path221",NA,NA,NA,NA,0.331057014080475,"PWY-5861: superpathway of demethylme0quinol-8 biosynthesis I",0,1266.73861,0,0,0,0,102.5792967,0,122.3580798,125.5710505,253.445159,99.74380537,0,0,0,0,0,0,0,0,0,0,270.6439913,241.3135058
"226","Path222",NA,NA,NA,NA,0.28567714757309,"PWY-5862: superpathway of demethylme0quinol-9 biosynthesis",0,816.2782263,0,0,0,0,63.517675,0,108.9186314,125.1525797,201.0384472,92.52631155,0,0,0,0,0,0,0,0,0,0,172.0678893,172.6189775
"227","Path223",NA,NA,NA,NA,0.41325191406246,"PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)",0,0,0,0,0,0,47.65002497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
